Black-footed Albatross_222 ['Black-and-white Stork', 'Black-necked Stork', 'Gannet']
Downy Woodpecker_364 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'Tree Sparrow']
Downy Woodpecker_365 ['Brown Creeper', 'House Wren', 'Marsh Wren']
Bewick Wren_60 ['Brown-headed Cowbird', 'White-breasted Nuthatch', 'Black-and-white Warbler']
Bewick Wren_61 ['Brown-headed Cowbird', 'Black-throated Sparrow', 'Desert Wren']
Bewick Wren_62 ['Black-throated Sparrow', 'Black-and-white Warbler', 'Black-tailed Gnatcatcher']
Cactus Wren_213 ['House Wren', 'Brown Creeper', 'White-breasted Nuthatch']
Cactus Wren_214 ['House Sparrow', 'Song Sparrow', 'House Wren']
Cactus Wren_215 ['House Wren', 'Carolina Wren', 'Marsh Wren']
Carolina Wren_276 ['House Wren', 'Brown Creeper', "Bewick's Wren"]
Carolina Wren_277 ['House Wren', 'Brown Creeper', 'Hermit Thrush']
Carolina Wren_278 ['Brown-headed Wren', 'White-breasted Nuthatch', 'Carolina Wren']
House Wren_384 ['Marsh Wren', 'Brown-Headed Cowbird', 'Swamp Sparrow']
House Wren_385 ['White-crowned Sparrow', 'Marsh Wren', 'Northern Waterthrush']
House Wren_386 ['Carolina Wren', "Bewick's Wren", 'House Wren']
Marsh Wren_342 ['Striped Flycatcher', 'Rock Sparrow', 'Canyon Wren']
Marsh Wren_343 ['Desert Sparrow', 'Brown-backed Finch', 'White-winged Lark']
Marsh Wren_344 ['Yellow Warbler', 'American Goldfinch', 'Yellow-rumped Warbler']
Rock Wren_546 ['House Wren', 'Savannah Sparrow', 'Song Sparrow']
Rock Wren_547 ['House Wren', 'Brown Creeper', 'Ruby-crowned Kinglet']
Rock Wren_548 ['Winter Wren', 'Pacific Wren', 'Eurasian Wren']
Winter Wren_147 ['Yellow Warbler', 'Black-capped Chickadee', 'Black-throated Sparrow']
Winter Wren_148 ['Yellow Warbler', 'American Goldfinch', 'Black-capped Chickadee']
Winter Wren_149 ['Yellow Warbler', 'American Goldfinch', 'Western Meadowlark']
Common Yellowthroat_300 ['Herring Gull', 'Great Skua', 'Northern Fulmar']
Common Yellowthroat_301 ['South Polar Skua', 'Great Skua', 'Pomarine Jaeger']
Common Yellowthroat_302 ['Great Egret', 'Snowy Egret', 'Trumpeter Swan']
